Serial_number,csa_id,csa_name,chat_id,date,issue_type,chat_duration,Status_of_chat,Issue_resolved_review,CCXU,Concession_given,Concession_amount
14835,11222,Amit,CH14835,1/11/2026,Order Cancelled Issue,22,Parked,Not sent,3,No,0
14836,11239,Sameer,CH14836,1/13/2026,Wrong Amount Charged,6,Resolved,Yes,4,Yes,15
14837,11237,Sona,CH14837,1/11/2026,Account Locked,4,Resolved,Yes,4,No,0
14838,11230,Pawan,CH14838,1/10/2026,Unknown Charge,22,Resolved,No,5,Yes,84
14839,11230,Pawan,CH14839,1/21/2026,Order Cancelled Issue,6,Transfer,Not sent,3,No,0
14840,11229,Sirisha,CH14840,1/1/2026,Item Missing,20,Resolved,Yes,4,Yes,31
14841,11225,Kareem,CH14841,1/16/2026,Refund Not Received,6,Resolved,No,5,Yes,96
14842,11239,Sameer,CH14842,1/26/2026,Whole Package Missing,19,Parked,Not sent,3,No,0
14843,11236,Shakshi,CH14843,1/2/2026,Wrong Amount Charged,8,Resolved,Yes,5,Yes,109
14844,11232,Vivek,CH14844,1/23/2026,Wrong Amount Charged,10,Resolved,Yes,5,Yes,28
14845,11233,Naman,CH14845,1/18/2026,Stuck in Shipment,3,Transfer,Not sent,3,No,0
14846,11228,Muskan,CH14846,1/27/2026,Order Cancelled Issue,3,Transfer,Not sent,4,No,0
14847,11224,Jameel,CH14847,1/25/2026,Refund Not Received,9,Resolved,Yes,4,Yes,73
14848,11221,Anuj,CH14848,1/18/2026,Wrong Amount Charged,6,Resolved,No response,4,No,0
14849,11221,Anuj,CH14849,1/1/2026,Whole Package Missing,5,Transfer,Not sent,4,No,0
14850,11226,Akash,CH14850,1/12/2026,Account Locked,11,Resolved,Yes,5,Yes,66
14851,11237,Sona,CH14851,1/15/2026,Whole Package Missing,19,Parked,Not sent,3,No,0
14852,11239,Sameer,CH14852,1/8/2026,Item Missing,3,Resolved,No,5,Yes,80
14853,11239,Sameer,CH14853,1/4/2026,Account Locked,6,Transfer,Not sent,4,No,0
14854,11231,Venkat,CH14854,1/2/2026,Item Missing,5,Transfer,Not sent,2,No,0
14855,11230,Pawan,CH14855,1/29/2026,Refund Not Received,21,Resolved,Yes,5,No,0
14856,11222,Amit,CH14856,1/4/2026,Refund Not Received,5,Transfer,Not sent,3,No,0
14857,11228,Muskan,CH14857,1/6/2026,Delivered Not Received,16,Resolved,Yes,5,Yes,36
14858,11232,Vivek,CH14858,1/5/2026,Account Locked,16,Resolved,Yes,5,Yes,77
14859,11240,Santosh,CH14859,1/6/2026,Unknown Charge,10,Parked,Not sent,2,No,0
14860,11227,Godavari,CH14860,1/22/2026,Order Cancelled Issue,15,Transfer,Not sent,3,No,0
14861,11227,Godavari,CH14861,1/4/2026,Order Cancelled Issue,11,Transfer,Not sent,4,No,0
14862,11224,Jameel,CH14862,1/23/2026,Whole Package Missing,24,Resolved,Yes,5,Yes,47
14863,11232,Vivek,CH14863,1/8/2026,Delivered Not Received,6,Resolved,Yes,5,Yes,225
14864,11235,Kunal,CH14864,1/30/2026,Whole Package Missing,15,Parked,Not sent,2,No,0
14865,11221,Anuj,CH14865,1/6/2026,Refund Not Received,8,Escalated,Yes,3,No,0
14866,11233,Naman,CH14866,1/29/2026,Delivered Not Received,20,Transfer,Not sent,2,No,0
14867,11239,Sameer,CH14867,1/24/2026,Unknown Charge,14,Resolved,Yes,5,Yes,72
14868,11225,Kareem,CH14868,1/28/2026,Account Locked,4,Resolved,Yes,4,Yes,180
14869,11222,Amit,CH14869,1/6/2026,Order Cancelled Issue,5,Resolved,No response,5,Yes,25
14870,11235,Kunal,CH14870,1/27/2026,Unknown Charge,9,Resolved,Yes,4,Yes,62
14871,11234,Mohan,CH14871,1/1/2026,Item Missing,4,Parked,Not sent,2,No,0
14872,11239,Sameer,CH14872,1/5/2026,Delivered Not Received,9,Transfer,Not sent,4,No,0
14873,11240,Santosh,CH14873,1/30/2026,Unknown Charge,4,Transfer,Not sent,4,No,0
14874,11235,Kunal,CH14874,1/14/2026,Account Locked,20,Resolved,Yes,5,No,0
14875,11234,Mohan,CH14875,1/19/2026,Whole Package Missing,12,Parked,Not sent,3,No,0
14876,11222,Amit,CH14876,1/16/2026,Item Missing,14,Resolved,No response,4,Yes,42
14877,11234,Mohan,CH14877,1/19/2026,Order Cancelled Issue,17,Resolved,Yes,5,Yes,51
14878,11225,Kareem,CH14878,1/13/2026,Unknown Charge,23,Parked,Not sent,2,No,0
14879,11223,Neha,CH14879,1/26/2026,Stuck in Shipment,18,Resolved,Yes,4,Yes,45
14880,11231,Venkat,CH14880,1/29/2026,Wrong Amount Charged,18,Resolved,Yes,5,Yes,31
14881,11221,Anuj,CH14881,1/19/2026,Account Locked,7,Resolved,Yes,4,No,0
14882,11230,Pawan,CH14882,1/21/2026,Account Locked,22,Parked,Not sent,4,No,0
14883,11237,Sona,CH14883,1/23/2026,Item Missing,15,Transfer,Not sent,2,No,0
14884,11237,Sona,CH14884,1/17/2026,Order Cancelled Issue,22,Resolved,No,4,Yes,60
14885,11239,Sameer,CH14885,1/30/2026,Unknown Charge,20,Escalated,Yes,3,No,0
14886,11221,Anuj,CH14886,1/15/2026,Account Locked,15,Resolved,No response,5,Yes,47
14887,11225,Kareem,CH14887,1/7/2026,Unknown Charge,20,Parked,Not sent,2,No,0
14888,11223,Neha,CH14888,1/8/2026,Payment Failed,12,Resolved,No response,5,Yes,73
14889,11234,Mohan,CH14889,1/7/2026,Delivered Not Received,11,Resolved,No response,5,Yes,27
14890,11237,Sona,CH14890,1/3/2026,Payment Failed,14,Transfer,Not sent,4,No,0
14891,11234,Mohan,CH14891,1/17/2026,Payment Failed,13,Escalated,Yes,3,No,0
14892,11234,Mohan,CH14892,1/17/2026,Account Locked,10,Escalated,No response,3,No,0
14893,11229,Sirisha,CH14893,1/4/2026,Order Cancelled Issue,6,Transfer,Not sent,4,No,0
14894,11238,Shanti,CH14894,1/18/2026,Delivered Not Received,3,Resolved,Yes,5,Yes,73
14895,11221,Anuj,CH14895,1/14/2026,Delivered Not Received,11,Resolved,Yes,4,No,0
14896,11231,Venkat,CH14896,1/27/2026,Order Cancelled Issue,6,Resolved,No,5,Yes,59
14897,11239,Sameer,CH14897,1/10/2026,Wrong Amount Charged,4,Transfer,Not sent,3,No,0
14898,11231,Venkat,CH14898,1/29/2026,Refund Not Received,23,Resolved,No response,4,Yes,50
14899,11229,Sirisha,CH14899,1/16/2026,Item Missing,3,Escalated,No response,2,No,0
14900,11223,Neha,CH14900,1/23/2026,Item Missing,10,Resolved,Yes,4,Yes,38
14901,11222,Amit,CH14901,1/30/2026,Stuck in Shipment,4,Resolved,No response,4,Yes,41
14902,11222,Amit,CH14902,1/25/2026,Refund Not Received,4,Resolved,No response,5,No,0
14903,11232,Vivek,CH14903,1/27/2026,Whole Package Missing,4,Escalated,No response,1,No,0
14904,11227,Godavari,CH14904,1/30/2026,Payment Failed,14,Transfer,Not sent,2,No,0
14905,11224,Jameel,CH14905,1/15/2026,Item Missing,21,Parked,Not sent,4,No,0
14906,11239,Sameer,CH14906,1/19/2026,Refund Not Received,5,Escalated,No response,4,No,0
14907,11237,Sona,CH14907,1/14/2026,Refund Not Received,21,Resolved,No response,4,Yes,34
14908,11229,Sirisha,CH14908,1/28/2026,Account Locked,25,Parked,Not sent,4,No,0
14909,11223,Neha,CH14909,1/3/2026,Delivered Not Received,14,Resolved,Yes,4,Yes,21
14910,11240,Santosh,CH14910,1/10/2026,Item Missing,11,Resolved,No,5,Yes,55
14911,11229,Sirisha,CH14911,1/21/2026,Refund Not Received,17,Resolved,Yes,5,Yes,35
14912,11226,Akash,CH14912,1/21/2026,Order Cancelled Issue,12,Transfer,Not sent,3,No,0
14913,11226,Akash,CH14913,1/3/2026,Item Missing,25,Resolved,No response,5,Yes,54
14914,11222,Amit,CH14914,1/21/2026,Item Missing,21,Transfer,Not sent,3,No,0
14915,11237,Sona,CH14915,1/27/2026,Wrong Amount Charged,16,Transfer,Not sent,4,No,0
14916,11234,Mohan,CH14916,1/9/2026,Delivered Not Received,4,Resolved,Yes,4,No,0
14917,11227,Godavari,CH14917,1/4/2026,Wrong Amount Charged,5,Resolved,Yes,4,No,0
14918,11233,Naman,CH14918,1/26/2026,Refund Not Received,24,Escalated,No response,4,No,0
14919,11228,Muskan,CH14919,1/29/2026,Item Missing,17,Transfer,Not sent,2,No,0
14920,11223,Neha,CH14920,1/10/2026,Whole Package Missing,17,Parked,Not sent,2,No,0
14921,11225,Kareem,CH14921,1/9/2026,Refund Not Received,22,Resolved,No response,4,Yes,15
14922,11236,Shakshi,CH14922,1/2/2026,Order Cancelled Issue,3,Parked,Not sent,3,No,0
14923,11224,Jameel,CH14923,1/4/2026,Payment Failed,9,Resolved,Yes,5,Yes,63
14924,11229,Sirisha,CH14924,1/20/2026,Unknown Charge,5,Resolved,Yes,5,Yes,92
14925,11224,Jameel,CH14925,1/2/2026,Delivered Not Received,25,Resolved,Yes,5,No,0
14926,11237,Sona,CH14926,1/17/2026,Item Missing,9,Resolved,No response,5,Yes,11
14927,11234,Mohan,CH14927,1/28/2026,Item Missing,10,Escalated,No response,2,No,0
14928,11237,Sona,CH14928,1/24/2026,Refund Not Received,19,Escalated,No response,2,No,0
14929,11221,Anuj,CH14929,1/4/2026,Order Cancelled Issue,25,Transfer,Not sent,3,No,0
14930,11236,Shakshi,CH14930,1/10/2026,Delivered Not Received,9,Escalated,No response,1,No,0
14931,11240,Santosh,CH14931,1/19/2026,Whole Package Missing,16,Resolved,No response,4,Yes,83
14932,11231,Venkat,CH14932,1/4/2026,Wrong Amount Charged,14,Resolved,No response,4,Yes,440
14933,11231,Venkat,CH14933,1/6/2026,Order Cancelled Issue,19,Resolved,No,5,Yes,214
14934,11234,Mohan,CH14934,1/5/2026,Payment Failed,18,Parked,Not sent,3,No,0
14935,11233,Naman,CH14935,1/11/2026,Item Missing,4,Resolved,No response,4,Yes,12
14936,11231,Venkat,CH14936,1/3/2026,Payment Failed,9,Resolved,Yes,4,Yes,80
14937,11227,Godavari,CH14937,1/30/2026,Whole Package Missing,20,Resolved,Yes,4,Yes,57
14938,11224,Jameel,CH14938,1/3/2026,Stuck in Shipment,20,Resolved,Yes,5,Yes,66
14939,11235,Kunal,CH14939,1/4/2026,Stuck in Shipment,8,Resolved,Yes,4,Yes,75
14940,11232,Vivek,CH14940,1/27/2026,Unknown Charge,23,Resolved,No response,5,Yes,83
14941,11230,Pawan,CH14941,1/26/2026,Item Missing,9,Resolved,No,5,Yes,146
14942,11225,Kareem,CH14942,1/24/2026,Payment Failed,7,Parked,Not sent,3,No,0
14943,11223,Neha,CH14943,1/19/2026,Order Cancelled Issue,11,Transfer,Not sent,4,No,0
14944,11236,Shakshi,CH14944,1/8/2026,Item Missing,25,Parked,Not sent,4,No,0
14945,11222,Amit,CH14945,1/19/2026,Refund Not Received,21,Resolved,No response,4,No,0
14946,11221,Anuj,CH14946,1/6/2026,Order Cancelled Issue,5,Transfer,Not sent,2,No,0
14947,11221,Anuj,CH14947,1/13/2026,Refund Not Received,6,Transfer,Not sent,2,No,0
14948,11227,Godavari,CH14948,1/15/2026,Unknown Charge,9,Parked,Not sent,2,No,0
14949,11223,Neha,CH14949,1/10/2026,Payment Failed,23,Resolved,Yes,4,No,0
14950,11229,Sirisha,CH14950,1/3/2026,Account Locked,9,Resolved,No,5,Yes,42
14951,11236,Shakshi,CH14951,1/1/2026,Stuck in Shipment,22,Escalated,No response,4,No,0
14952,11238,Shanti,CH14952,1/29/2026,Account Locked,11,Resolved,Yes,5,Yes,165
14953,11223,Neha,CH14953,1/12/2026,Wrong Amount Charged,22,Resolved,No response,5,Yes,99
14954,11227,Godavari,CH14954,1/4/2026,Account Locked,15,Resolved,Yes,5,Yes,12
14955,11233,Naman,CH14955,1/27/2026,Stuck in Shipment,10,Resolved,Yes,5,Yes,22
14956,11240,Santosh,CH14956,1/2/2026,Stuck in Shipment,6,Resolved,No response,4,Yes,40
14957,11223,Neha,CH14957,1/24/2026,Wrong Amount Charged,24,Escalated,No response,1,No,0
14958,11227,Godavari,CH14958,1/7/2026,Unknown Charge,12,Resolved,No response,5,Yes,144
14959,11230,Pawan,CH14959,1/10/2026,Account Locked,13,Resolved,Yes,5,Yes,70
14960,11225,Kareem,CH14960,1/24/2026,Order Cancelled Issue,11,Resolved,Yes,5,Yes,96
14961,11230,Pawan,CH14961,1/21/2026,Refund Not Received,24,Resolved,Yes,5,Yes,50
14962,11228,Muskan,CH14962,1/27/2026,Refund Not Received,7,Parked,Not sent,2,No,0
14963,11229,Sirisha,CH14963,1/22/2026,Order Cancelled Issue,16,Transfer,Not sent,3,No,0
14964,11227,Godavari,CH14964,1/14/2026,Payment Failed,16,Resolved,No,5,Yes,58
14965,11238,Shanti,CH14965,1/13/2026,Item Missing,19,Resolved,Yes,4,Yes,18
14966,11224,Jameel,CH14966,1/17/2026,Order Cancelled Issue,6,Escalated,No response,1,No,0
14967,11222,Amit,CH14967,1/4/2026,Order Cancelled Issue,11,Resolved,Yes,5,Yes,93
14968,11227,Godavari,CH14968,1/8/2026,Refund Not Received,25,Resolved,No response,4,Yes,66
14969,11238,Shanti,CH14969,1/6/2026,Delivered Not Received,24,Resolved,Yes,4,No,0
14970,11235,Kunal,CH14970,1/5/2026,Order Cancelled Issue,24,Resolved,No,5,No,0
14971,11221,Anuj,CH14971,1/18/2026,Stuck in Shipment,9,Parked,Not sent,4,No,0
14972,11227,Godavari,CH14972,1/30/2026,Payment Failed,18,Transfer,Not sent,3,No,0
14973,11238,Shanti,CH14973,1/15/2026,Item Missing,10,Resolved,Yes,5,Yes,48
14974,11226,Akash,CH14974,1/28/2026,Item Missing,6,Resolved,No response,5,Yes,492
14975,11237,Sona,CH14975,1/27/2026,Stuck in Shipment,16,Transfer,Not sent,2,No,0
14976,11225,Kareem,CH14976,1/26/2026,Unknown Charge,6,Resolved,Yes,5,Yes,61
14977,11240,Santosh,CH14977,1/24/2026,Unknown Charge,20,Resolved,Yes,4,Yes,85
14978,11227,Godavari,CH14978,1/24/2026,Whole Package Missing,13,Transfer,Not sent,2,No,0
14979,11227,Godavari,CH14979,1/19/2026,Item Missing,8,Resolved,Yes,5,Yes,15
14980,11228,Muskan,CH14980,1/17/2026,Item Missing,17,Parked,Not sent,4,No,0
14981,11228,Muskan,CH14981,1/11/2026,Payment Failed,22,Transfer,Not sent,3,No,0
14982,11239,Sameer,CH14982,1/28/2026,Wrong Amount Charged,15,Resolved,Yes,5,Yes,28
14983,11223,Neha,CH14983,1/15/2026,Delivered Not Received,19,Escalated,No response,2,No,0
14984,11231,Venkat,CH14984,1/6/2026,Account Locked,14,Resolved,Yes,5,No,0
14985,11231,Venkat,CH14985,1/4/2026,Payment Failed,18,Resolved,No,5,Yes,13
14986,11228,Muskan,CH14986,1/19/2026,Whole Package Missing,7,Transfer,Not sent,4,No,0
14987,11225,Kareem,CH14987,1/3/2026,Order Cancelled Issue,13,Resolved,Yes,4,Yes,17
14988,11232,Vivek,CH14988,1/5/2026,Delivered Not Received,9,Transfer,Not sent,4,No,0
14989,11226,Akash,CH14989,1/8/2026,Payment Failed,18,Resolved,Yes,5,Yes,41
14990,11239,Sameer,CH14990,1/14/2026,Whole Package Missing,4,Parked,Not sent,4,No,0
14991,11228,Muskan,CH14991,1/1/2026,Wrong Amount Charged,25,Parked,Not sent,2,No,0
14992,11239,Sameer,CH14992,1/6/2026,Refund Not Received,12,Escalated,No response,4,No,0
14993,11235,Kunal,CH14993,1/15/2026,Wrong Amount Charged,18,Resolved,Yes,5,No,0
14994,11226,Akash,CH14994,1/19/2026,Stuck in Shipment,23,Resolved,No response,4,No,0
14995,11235,Kunal,CH14995,1/19/2026,Delivered Not Received,6,Resolved,No response,4,Yes,30
14996,11221,Anuj,CH14996,1/10/2026,Wrong Amount Charged,3,Resolved,Yes,5,Yes,11
14997,11226,Akash,CH14997,1/13/2026,Unknown Charge,8,Parked,Not sent,3,No,0
14998,11236,Shakshi,CH14998,1/7/2026,Item Missing,14,Resolved,Yes,4,Yes,45
14999,11231,Venkat,CH14999,1/16/2026,Order Cancelled Issue,17,Resolved,Yes,5,No,0
15000,11234,Mohan,CH15000,1/3/2026,Payment Failed,17,Escalated,Yes,1,No,0
15001,11222,Amit,CH15001,1/19/2026,Order Cancelled Issue,3,Resolved,Yes,5,Yes,433
15002,11240,Santosh,CH15002,1/17/2026,Unknown Charge,20,Resolved,No response,4,Yes,49
15003,11222,Amit,CH15003,1/17/2026,Whole Package Missing,8,Parked,Not sent,4,No,0
15004,11227,Godavari,CH15004,1/23/2026,Item Missing,18,Parked,Not sent,4,No,0
15005,11240,Santosh,CH15005,1/18/2026,Item Missing,8,Parked,Not sent,3,No,0
15006,11224,Jameel,CH15006,1/15/2026,Stuck in Shipment,7,Transfer,Not sent,3,No,0
15007,11232,Vivek,CH15007,1/27/2026,Wrong Amount Charged,3,Parked,Not sent,2,No,0
15008,11231,Venkat,CH15008,1/15/2026,Delivered Not Received,12,Resolved,Yes,5,Yes,35
15009,11230,Pawan,CH15009,1/12/2026,Delivered Not Received,9,Escalated,No response,2,No,0
15010,11232,Vivek,CH15010,1/27/2026,Whole Package Missing,22,Resolved,No response,4,Yes,48
15011,11224,Jameel,CH15011,1/29/2026,Delivered Not Received,7,Parked,Not sent,2,No,0
15012,11224,Jameel,CH15012,1/18/2026,Delivered Not Received,18,Parked,Not sent,4,No,0
15013,11225,Kareem,CH15013,1/7/2026,Refund Not Received,6,Resolved,No response,5,Yes,66
15014,11238,Shanti,CH15014,1/17/2026,Account Locked,14,Parked,Not sent,2,No,0
15015,11240,Santosh,CH15015,1/16/2026,Whole Package Missing,23,Resolved,No,5,Yes,92
15016,11223,Neha,CH15016,1/14/2026,Refund Not Received,9,Escalated,No response,4,No,0
15017,11236,Shakshi,CH15017,1/18/2026,Delivered Not Received,22,Resolved,Yes,5,Yes,79
15018,11233,Naman,CH15018,1/10/2026,Refund Not Received,13,Transfer,Not sent,2,No,0
15019,11230,Pawan,CH15019,1/16/2026,Order Cancelled Issue,8,Resolved,No,4,Yes,384
15020,11236,Shakshi,CH15020,1/13/2026,Wrong Amount Charged,14,Parked,Not sent,2,No,0
15021,11221,Anuj,CH15021,1/28/2026,Item Missing,7,Resolved,No response,4,Yes,69
15022,11224,Jameel,CH15022,1/4/2026,Delivered Not Received,16,Resolved,Yes,5,Yes,29
15023,11235,Kunal,CH15023,1/15/2026,Delivered Not Received,22,Transfer,Not sent,3,No,0
15024,11236,Shakshi,CH15024,1/23/2026,Payment Failed,10,Resolved,Yes,5,No,0
15025,11231,Venkat,CH15025,1/9/2026,Whole Package Missing,18,Parked,Not sent,2,No,0
15026,11230,Pawan,CH15026,1/4/2026,Wrong Amount Charged,23,Transfer,Not sent,2,No,0
15027,11237,Sona,CH15027,1/3/2026,Whole Package Missing,8,Resolved,Yes,5,Yes,83
15028,11235,Kunal,CH15028,1/13/2026,Payment Failed,18,Resolved,Yes,4,No,0
15029,11223,Neha,CH15029,1/23/2026,Account Locked,19,Resolved,Yes,5,Yes,27
15030,11232,Vivek,CH15030,1/14/2026,Whole Package Missing,5,Resolved,Yes,4,Yes,18
15031,11239,Sameer,CH15031,1/6/2026,Payment Failed,23,Transfer,Not sent,3,No,0
15032,11236,Shakshi,CH15032,1/9/2026,Unknown Charge,21,Resolved,Yes,4,Yes,11
15033,11233,Naman,CH15033,1/4/2026,Payment Failed,18,Resolved,Yes,5,Yes,49
15034,11225,Kareem,CH15034,1/24/2026,Whole Package Missing,17,Transfer,Not sent,4,No,0
15035,11239,Sameer,CH15035,1/3/2026,Unknown Charge,21,Parked,Not sent,4,No,0
15036,11232,Vivek,CH15036,1/11/2026,Whole Package Missing,12,Parked,Not sent,3,No,0
15037,11238,Shanti,CH15037,1/24/2026,Whole Package Missing,15,Transfer,Not sent,4,No,0
15038,11223,Neha,CH15038,1/21/2026,Whole Package Missing,5,Resolved,Yes,5,Yes,15
15039,11238,Shanti,CH15039,1/15/2026,Delivered Not Received,7,Resolved,Yes,5,Yes,73
15040,11240,Santosh,CH15040,1/15/2026,Unknown Charge,14,Resolved,No,4,Yes,34
15041,11222,Amit,CH15041,1/29/2026,Delivered Not Received,13,Parked,Not sent,2,No,0
15042,11235,Kunal,CH15042,1/13/2026,Wrong Amount Charged,22,Transfer,Not sent,4,No,0
15043,11222,Amit,CH15043,1/3/2026,Unknown Charge,18,Parked,Not sent,2,No,0
15044,11221,Anuj,CH15044,1/29/2026,Item Missing,4,Resolved,No,4,Yes,93
15045,11237,Sona,CH15045,1/11/2026,Delivered Not Received,7,Resolved,Yes,5,Yes,52
15046,11233,Naman,CH15046,1/28/2026,Stuck in Shipment,4,Resolved,Yes,5,Yes,72
15047,11240,Santosh,CH15047,1/8/2026,Wrong Amount Charged,13,Resolved,No response,4,Yes,23
15048,11236,Shakshi,CH15048,1/15/2026,Whole Package Missing,8,Resolved,No,5,Yes,61
15049,11227,Godavari,CH15049,1/16/2026,Stuck in Shipment,8,Resolved,No,4,No,0
15050,11223,Neha,CH15050,1/30/2026,Item Missing,12,Escalated,Yes,2,No,0
15051,11238,Shanti,CH15051,1/15/2026,Payment Failed,14,Resolved,No response,5,Yes,66
15052,11240,Santosh,CH15052,1/8/2026,Payment Failed,13,Transfer,Not sent,3,No,0
15053,11223,Neha,CH15053,1/9/2026,Item Missing,25,Transfer,Not sent,3,No,0
15054,11239,Sameer,CH15054,1/8/2026,Unknown Charge,3,Resolved,Yes,4,Yes,98
15055,11234,Mohan,CH15055,1/15/2026,Account Locked,18,Parked,Not sent,2,No,0
15056,11221,Anuj,CH15056,1/24/2026,Account Locked,6,Resolved,No response,4,Yes,49
15057,11238,Shanti,CH15057,1/20/2026,Refund Not Received,25,Resolved,Yes,4,Yes,71
15058,11229,Sirisha,CH15058,1/14/2026,Delivered Not Received,5,Resolved,Yes,5,Yes,100
15059,11233,Naman,CH15059,1/5/2026,Payment Failed,12,Transfer,Not sent,2,No,0
15060,11234,Mohan,CH15060,1/15/2026,Item Missing,3,Resolved,Yes,4,Yes,26
15061,11236,Shakshi,CH15061,1/15/2026,Delivered Not Received,4,Resolved,No response,5,No,0
15062,11231,Venkat,CH15062,1/22/2026,Wrong Amount Charged,5,Resolved,Yes,5,Yes,96
15063,11221,Anuj,CH15063,1/21/2026,Refund Not Received,6,Resolved,No,5,Yes,40
15064,11223,Neha,CH15064,1/9/2026,Account Locked,16,Transfer,Not sent,2,No,0
15065,11240,Santosh,CH15065,1/23/2026,Refund Not Received,19,Resolved,No response,4,No,0
15066,11236,Shakshi,CH15066,1/27/2026,Item Missing,11,Resolved,No response,5,Yes,51
15067,11232,Vivek,CH15067,1/20/2026,Delivered Not Received,17,Parked,Not sent,4,No,0
15068,11222,Amit,CH15068,1/4/2026,Delivered Not Received,23,Transfer,Not sent,4,No,0
15069,11228,Muskan,CH15069,1/13/2026,Payment Failed,5,Resolved,No response,4,Yes,31
15070,11238,Shanti,CH15070,1/5/2026,Whole Package Missing,15,Transfer,Not sent,4,No,0
15071,11230,Pawan,CH15071,1/11/2026,Delivered Not Received,15,Parked,Not sent,4,No,0
15072,11240,Santosh,CH15072,1/20/2026,Wrong Amount Charged,13,Escalated,Yes,2,No,0
15073,11235,Kunal,CH15073,1/23/2026,Item Missing,23,Resolved,No,4,Yes,28
15074,11225,Kareem,CH15074,1/30/2026,Wrong Amount Charged,20,Resolved,Yes,5,Yes,44
15075,11227,Godavari,CH15075,1/13/2026,Order Cancelled Issue,19,Resolved,Yes,5,Yes,37
15076,11228,Muskan,CH15076,1/25/2026,Delivered Not Received,19,Transfer,Not sent,2,No,0
15077,11235,Kunal,CH15077,1/6/2026,Stuck in Shipment,11,Resolved,No,5,Yes,57
15078,11225,Kareem,CH15078,1/29/2026,Whole Package Missing,18,Parked,Not sent,2,No,0
15079,11232,Vivek,CH15079,1/5/2026,Payment Failed,3,Resolved,No,5,Yes,92
15080,11235,Kunal,CH15080,1/5/2026,Payment Failed,16,Resolved,No,4,Yes,48
15081,11224,Jameel,CH15081,1/23/2026,Wrong Amount Charged,6,Resolved,No response,5,No,0
15082,11225,Kareem,CH15082,1/20/2026,Whole Package Missing,14,Resolved,No response,4,Yes,42
15083,11230,Pawan,CH15083,1/8/2026,Delivered Not Received,11,Transfer,Not sent,2,No,0
15084,11237,Sona,CH15084,1/27/2026,Account Locked,22,Parked,Not sent,3,No,0
15085,11232,Vivek,CH15085,1/18/2026,Payment Failed,12,Parked,Not sent,4,No,0
15086,11227,Godavari,CH15086,1/5/2026,Refund Not Received,5,Parked,Not sent,3,No,0
15087,11234,Mohan,CH15087,1/9/2026,Wrong Amount Charged,23,Resolved,No response,5,Yes,123
15088,11228,Muskan,CH15088,1/22/2026,Wrong Amount Charged,10,Transfer,Not sent,4,No,0
15089,11223,Neha,CH15089,1/11/2026,Wrong Amount Charged,24,Parked,Not sent,4,No,0
15090,11239,Sameer,CH15090,1/10/2026,Account Locked,24,Transfer,Not sent,3,No,0
15091,11232,Vivek,CH15091,1/20/2026,Unknown Charge,8,Resolved,Yes,5,No,0
15092,11226,Akash,CH15092,1/24/2026,Whole Package Missing,5,Resolved,No response,4,Yes,77
15093,11238,Shanti,CH15093,1/5/2026,Refund Not Received,7,Resolved,No response,4,No,0
15094,11231,Venkat,CH15094,1/26/2026,Payment Failed,24,Resolved,Yes,5,Yes,17
15095,11222,Amit,CH15095,1/25/2026,Unknown Charge,4,Transfer,Not sent,4,No,0
